21	4	26	
19	3	26	
19	3	27	
11	3	27	
12	3	27	
12	2	28	
12	2	28	
12	2	28	
12	2	29	
12	2	29	
11	1	31	
17	1	31	
12	0	33	
7	0	33	
7	3	27	
7	3	27	
7	3	27	
7	3	27	
12	3	27	
12	2	28	
12	2	28	
12	2	29	
12	2	29	
11	1	31	
10	1	31	
7	0	33	
0	0	54	
5	3	27	
5	3	27	
5	3	27	
5	3	27	
5	3	28	
7	2	29	
7	2	29	
7	2	29	
7	2	31	
7	0	33	
5	1	35	
0	0	54	
5	3	28	
5	3	28	
5	3	28	
5	3	28	
5	3	28	
5	3	29	
5	2	30	
5	2	31	
5	0	34	
4	1	38	
0	0	54	
5	3	28	
5	3	28	
5	3	28	
4	3	29	
4	3	29	
4	3	30	
4	3	31	
4	2	34	
3	1	39	
0	0	54	
5	3	28	
4	3	29	
4	3	30	
4	3	30	
4	3	31	
4	3	32	
3	3	35	
2	1	40	
0	0	54	
4	3	30	
4	3	30	
4	3	30	
4	3	32	
3	3	34	
3	3	35	
2	2	38	
0	0	55	
4	3	30	
4	3	31	
4	3	31	
3	3	34	
3	3	36	
2	1	40	
0	0	54	
4	3	30	
4	3	32	
3	3	34	
2	2	38	
2	2	40	
0	0	55	
3	3	34	
3	3	35	
2	2	38	
2	2	41	
0	0	55	
3	3	36	
2	2	38	
2	2	41	
0	0	55	
2	2	38	
2	1	45	
0	0	55	
2	1	48	
0	0	55	
0	1	54	
