0	0	8	
0	0	8	
11	3	1	
24	0	0	
8	2	2	
21	1	0	
11	3	1	
3	0	5	
0	2	6	
21	1	0	
24	0	0	
5	1	3	
11	3	1	
12	0	2	
3	1	4	
1	0	7	
21	1	0	
3	1	4	
15	1	1	
18	0	1	
9	0	3	
3	0	5	
21	1	0	
3	0	5	
1	1	6	
9	1	2	
18	0	1	
12	2	1	
0	2	6	
0	0	8	
0	1	7	
9	0	3	
11	3	1	
16	3	0	
18	2	0	
7	3	2	
8	2	2	
3	1	4	
4	2	3	
0	0	8	
9	1	2	
16	3	0	
1	1	6	
7	3	2	
5	1	3	
2	0	6	
2	1	5	
4	2	3	
15	1	1	
24	0	0	
0	2	6	
11	3	1	
4	2	3	
0	1	7	
4	2	3	
16	3	0	
5	0	4	
24	0	0	
8	2	2	
18	0	1	
1	0	7	
15	1	1	
18	0	1	
1	2	5	
12	2	1	
0	2	6	
11	3	1	
5	1	3	
9	1	2	
16	3	0	
0	0	8	
0	1	7	
9	1	2	
7	3	2	
21	1	0	
21	1	0	
9	1	2	
8	2	2	
3	0	5	
5	0	4	
24	0	0	
1	1	6	
9	1	2	
0	1	7	
3	1	4	
15	1	1	
1	2	5	
5	1	3	
3	0	5	
7	3	2	
8	2	2	
16	3	0	
9	1	2	
2	0	6	
18	0	1	
0	0	8	
16	3	0	
12	2	1	
0	1	7	
4	2	3	
5	0	4	
2	0	6	
1	1	6	
15	1	1	
