0	0	19	
65	0	0	
65	0	0	
20	14	2	
25	13	1	
46	2	0	
22	11	2	
31	6	2	
55	0	1	
11	9	7	
7	8	9	
20	14	2	
1	6	15	
3	10	12	
16	3	9	
16	1	11	
46	2	0	
53	1	1	
40	1	2	
13	9	6	
24	5	4	
9	5	9	
21	8	3	
17	13	3	
19	1	9	
19	11	3	
38	3	1	
30	2	4	
18	4	6	
15	8	5	
1	4	16	
18	7	4	
30	0	5	
5	7	10	
24	10	2	
10	2	10	
6	1	13	
35	0	4	
5	3	13	
34	1	3	
11	6	8	
2	1	16	
6	2	12	
5	6	11	
30	0	5	
21	6	4	
2	0	17	
25	1	7	
18	4	6	
4	3	14	
7	6	10	
29	11	0	
0	0	19	
3	1	15	
1	2	17	
3	0	16	
34	1	3	
26	3	6	
27	7	1	
3	4	14	
0	1	18	
0	1	18	
23	0	8	
53	1	1	
55	0	1	
28	3	3	
9	4	10	
12	11	6	
32	2	3	
16	11	4	
22	2	7	
38	3	1	
33	7	0	
13	6	7	
8	5	10	
23	4	5	
32	3	2	
8	0	13	
16	3	9	
24	5	4	
35	0	4	
26	4	4	
36	4	1	
36	4	1	
37	6	0	
27	5	3	
12	11	6	
39	2	2	
29	11	0	
39	0	3	
17	13	3	
20	2	8	
33	7	0	
4	4	13	
1	6	15	
14	11	5	
27	1	5	
10	0	12	
37	6	0	
26	0	7	
23	0	8	
14	6	6	
9	3	11	
11	6	8	
