67	9	126	
67	9	127	
67	9	126	
57	9	128	
67	9	127	
68	8	131	
68	7	132	
68	6	134	
64	5	135	
64	4	135	
66	4	139	
61	3	147	
61	2	155	
56	0	199	
38	10	129	
36	10	130	
36	10	130	
36	10	130	
38	10	131	
40	9	133	
45	8	133	
47	6	136	
47	6	137	
40	4	141	
39	4	144	
32	3	156	
0	0	267	
28	10	131	
28	10	131	
28	10	131	
26	10	133	
25	10	133	
22	9	134	
27	9	135	
27	7	139	
24	6	145	
22	5	148	
20	4	154	
0	0	267	
22	10	134	
22	10	134	
22	10	134	
21	10	135	
21	10	136	
19	10	137	
18	9	141	
18	8	144	
17	6	153	
14	4	170	
0	0	267	
21	10	135	
21	10	136	
19	10	137	
18	10	138	
17	10	140	
16	10	142	
15	10	145	
14	8	152	
12	6	169	
0	0	267	
19	10	137	
18	10	139	
16	10	140	
16	10	141	
13	10	144	
13	10	148	
11	9	153	
8	6	170	
0	0	267	
16	10	140	
16	10	141	
14	10	143	
13	10	145	
11	10	149	
9	10	155	
8	8	169	
0	0	266	
14	10	143	
13	10	144	
12	10	148	
10	10	150	
9	10	155	
8	10	166	
0	0	266	
13	10	145	
11	10	149	
10	10	152	
9	10	162	
8	10	169	
0	0	266	
10	10	151	
9	10	156	
8	10	166	
7	10	192	
0	0	266	
9	10	156	
8	10	166	
6	10	192	
0	0	266	
8	10	169	
6	10	192	
0	0	266	
6	10	197	
0	0	266	
0	3	262	
