1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	16	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	16	
0	0	49	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	16	
1	0	17	
0	0	49	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	16	
1	0	16	
1	0	17	
0	0	49	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	15	
1	0	16	
1	0	16	
1	0	17	
1	0	19	
0	0	49	
1	0	15	
1	0	15	
1	0	15	
1	0	16	
1	0	16	
1	0	16	
1	0	17	
1	0	19	
0	0	49	
1	0	15	
1	0	16	
1	0	16	
1	0	16	
1	0	17	
1	0	17	
1	0	21	
0	0	49	
1	0	16	
1	0	16	
1	0	16	
1	0	16	
1	0	17	
1	0	20	
0	0	49	
1	0	16	
1	0	17	
1	0	17	
1	0	18	
1	0	21	
0	0	49	
1	0	17	
1	0	17	
1	0	17	
1	0	22	
0	0	49	
1	0	18	
1	0	20	
1	0	23	
0	0	49	
1	0	20	
1	0	23	
0	0	49	
1	0	27	
0	0	49	
0	0	49	
