44	4	170	
44	4	170	
58	3	170	
61	3	170	
61	3	171	
61	3	170	
61	3	171	
61	3	171	
21	2	173	
21	2	173	
21	2	175	
62	2	180	
67	1	181	
57	0	229	
19	4	171	
19	4	171	
19	4	170	
19	4	170	
19	4	171	
21	3	172	
21	3	172	
21	2	173	
21	2	175	
21	2	176	
21	2	176	
18	1	185	
3	0	263	
19	4	173	
17	4	173	
17	4	173	
17	4	173	
17	4	173	
17	4	175	
17	4	175	
16	4	174	
12	3	180	
12	2	181	
12	2	188	
3	0	262	
17	4	173	
17	4	174	
16	4	175	
15	4	175	
15	4	175	
14	5	177	
12	4	178	
12	4	179	
12	3	180	
12	3	185	
3	0	263	
15	4	175	
15	4	175	
15	4	175	
12	5	177	
12	5	177	
12	4	178	
12	4	181	
11	4	184	
10	3	198	
3	0	263	
12	5	177	
12	5	177	
12	5	177	
12	4	178	
12	4	179	
11	4	184	
11	4	188	
9	4	203	
3	0	262	
12	5	177	
12	4	178	
12	4	179	
12	4	180	
11	4	186	
10	5	193	
9	4	206	
3	0	263	
12	4	180	
12	4	181	
11	4	184	
11	4	185	
10	4	195	
8	4	206	
3	0	262	
12	4	178	
11	4	185	
11	5	187	
10	4	198	
7	4	209	
3	0	263	
11	4	187	
10	5	193	
10	3	200	
7	4	209	
3	0	262	
10	5	193	
8	4	203	
7	4	210	
3	0	263	
8	4	203	
7	4	210	
3	0	263	
6	4	214	
3	0	263	
3	1	262	
