0	0	45	
97	6	0	
76	10	0	
40	29	5	
6	18	30	
17	13	25	
15	9	27	
64	0	17	
1	14	38	
1	3	43	
0	7	42	
2	8	37	
3	6	41	
21	1	31	
55	9	8	
90	3	2	
5	17	31	
29	16	14	
34	10	16	
44	8	15	
52	20	3	
26	2	23	
66	10	4	
19	0	34	
93	1	4	
51	4	19	
16	16	22	
42	11	15	
3	21	33	
16	26	18	
59	7	11	
14	23	22	
30	5	20	
41	22	9	
41	22	9	
28	25	12	
24	6	26	
31	11	19	
50	15	5	
27	23	13	
38	21	10	
59	5	14	
45	24	5	
53	3	15	
8	7	39	
4	16	35	
81	2	5	
42	28	6	
28	27	10	
2	17	36	
42	28	6	
33	24	8	
10	19	26	
70	2	11	
40	1	25	
25	19	15	
14	2	32	
2	0	44	
37	15	12	
56	6	14	
35	12	13	
68	23	1	
73	7	7	
47	0	25	
78	1	10	
85	6	4	
48	15	9	
49	14	10	
33	29	7	
22	4	28	
28	27	10	
27	20	14	
12	12	30	
30	26	9	
24	25	13	
33	12	14	
11	0	39	
23	2	28	
43	10	11	
18	1	36	
63	20	2	
72	9	1	
62	2	16	
86	7	1	
12	14	28	
31	1	29	
76	5	7	
17	17	18	
7	19	29	
48	2	20	
7	1	41	
22	11	21	
9	8	33	
9	17	30	
86	6	3	
64	14	5	
50	1	21	
49	0	24	
79	3	7	
58	28	1	
92	5	1	
40	0	26	
22	8	24	
22	25	16	
