0	0	18	
51	0	0	
31	5	0	
30	6	0	
5	4	11	
6	1	12	
27	5	1	
10	1	10	
18	5	4	
12	2	8	
30	6	0	
28	0	5	
33	4	0	
12	2	8	
0	3	15	
20	3	4	
44	1	0	
51	0	0	
34	1	3	
39	2	0	
44	1	0	
15	5	5	
26	3	2	
18	5	4	
20	0	7	
1	0	17	
8	1	11	
28	0	5	
21	5	3	
24	5	2	
7	5	9	
20	0	7	
2	3	13	
3	2	13	
10	3	8	
17	0	9	
33	3	1	
14	1	8	
13	5	6	
5	5	10	
37	1	2	
0	1	17	
2	2	14	
4	0	15	
0	2	16	
7	4	10	
34	3	0	
2	0	16	
2	1	15	
0	0	18	
3	1	14	
18	5	4	
6	1	12	
23	0	6	
34	2	1	
38	0	3	
17	2	6	
32	2	2	
24	5	2	
29	4	1	
23	1	5	
12	3	7	
21	5	3	
39	0	2	
34	2	1	
6	1	12	
8	2	10	
26	1	4	
37	1	2	
23	3	3	
1	2	15	
15	5	5	
13	5	6	
0	1	17	
4	2	12	
14	2	7	
4	0	15	
2	1	15	
6	0	13	
31	5	0	
9	3	9	
3	3	12	
7	5	9	
9	5	8	
33	4	0	
2	2	14	
9	5	8	
17	3	5	
30	6	0	
0	1	17	
12	1	9	
23	0	6	
2	2	14	
5	5	10	
51	0	0	
20	3	4	
17	2	6	
21	5	3	
8	2	10	
17	2	6	
26	1	4	
12	0	10	
9	3	9	
17	3	5	
