0	0	29	
71	0	0	
0	0	29	
35	7	6	
71	0	0	
3	4	24	
32	6	7	
9	1	19	
15	0	16	
56	2	1	
43	5	4	
1	3	25	
0	2	27	
21	3	12	
53	4	1	
33	1	9	
28	6	9	
19	7	11	
43	5	4	
59	2	0	
64	1	0	
65	0	2	
58	1	1	
6	6	21	
29	3	9	
10	2	18	
22	7	10	
25	0	13	
16	1	15	
13	2	16	
52	2	2	
42	2	5	
54	0	4	
51	1	3	
38	6	5	
7	3	19	
14	7	13	
12	7	15	
23	2	12	
36	6	6	
24	2	11	
5	2	23	
33	3	8	
9	0	20	
8	3	18	
6	1	22	
0	1	28	
39	2	6	
26	3	10	
30	4	8	
19	7	11	
49	4	2	
12	1	17	
5	3	22	
35	4	7	
6	0	23	
4	0	26	
3	4	24	
55	0	3	
21	3	12	
2	1	26	
47	4	3	
8	1	20	
14	4	14	
14	4	14	
1	3	25	
0	2	27	
9	3	17	
0	1	28	
33	1	9	
20	0	14	
39	1	8	
18	3	13	
31	2	10	
17	6	13	
56	2	1	
44	1	5	
50	1	4	
41	0	8	
27	1	12	
48	0	5	
45	3	4	
55	0	3	
1	2	26	
11	3	16	
37	4	6	
23	3	11	
34	0	10	
14	3	15	
34	0	10	
30	4	8	
24	2	11	
41	0	8	
65	0	2	
59	2	0	
45	3	4	
11	3	16	
36	2	8	
37	2	7	
2	1	26	
19	2	14	
43	1	7	
28	0	12	
4	1	24	
