3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
1	0	8	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	8	
1	0	8	
1	0	8	
0	0	9	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	7	
3	0	8	
2	0	8	
1	0	8	
1	0	8	
1	0	8	
0	0	9	
0	0	9	
3	0	7	
3	0	8	
2	0	8	
1	0	8	
1	0	8	
1	0	8	
1	0	8	
1	0	8	
1	0	8	
0	0	9	
0	0	9	
1	0	8	
2	0	8	
1	0	8	
1	0	8	
1	0	8	
1	0	8	
1	0	8	
1	0	9	
0	0	9	
0	0	9	
1	0	8	
1	0	8	
1	0	8	
1	0	8	
1	0	8	
1	0	8	
0	0	9	
0	0	9	
0	0	9	
1	0	8	
1	0	8	
1	0	8	
1	0	8	
1	0	9	
0	0	9	
0	0	9	
0	0	9	
1	0	8	
1	0	8	
1	0	8	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
1	0	8	
1	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
0	0	9	
