0	0	8	
0	0	8	
14	3	0	
20	1	0	
24	0	0	
0	1	7	
11	2	1	
14	1	1	
8	0	3	
0	2	6	
14	3	0	
1	2	5	
24	0	0	
20	1	0	
5	0	4	
1	0	7	
2	0	6	
24	0	0	
9	3	1	
14	3	0	
1	1	6	
4	2	3	
12	0	2	
12	0	2	
3	1	4	
17	2	0	
9	3	1	
0	0	8	
4	2	3	
3	0	5	
12	0	2	
8	0	3	
18	0	1	
11	2	1	
6	2	2	
14	1	1	
9	3	1	
12	0	2	
3	0	5	
17	2	0	
6	2	2	
3	0	5	
18	0	1	
4	2	3	
5	0	4	
9	1	2	
2	0	6	
8	0	3	
4	2	3	
14	3	0	
6	2	2	
5	0	4	
8	0	3	
3	0	5	
2	0	6	
18	0	1	
17	2	0	
12	0	2	
3	0	5	
4	2	3	
18	0	1	
0	0	8	
17	2	0	
5	0	4	
8	0	3	
5	0	4	
8	0	3	
18	0	1	
14	3	0	
0	0	8	
5	0	4	
18	0	1	
2	0	6	
5	1	3	
5	0	4	
5	0	4	
14	3	0	
0	0	8	
1	0	7	
6	2	2	
24	0	0	
9	3	1	
24	0	0	
14	3	0	
8	0	3	
0	1	7	
8	0	3	
9	1	2	
24	0	0	
24	0	0	
14	1	1	
1	0	7	
8	0	3	
20	1	0	
1	2	5	
24	0	0	
5	0	4	
24	0	0	
5	0	4	
2	1	5	
8	0	3	
18	0	1	
14	3	0	
14	3	0	
