0	0	9	
7	2	0	
9	0	0	
8	1	0	
1	2	6	
4	0	5	
2	1	6	
1	1	7	
8	0	1	
1	0	8	
1	1	7	
7	2	0	
7	2	0	
4	0	5	
5	2	2	
4	1	4	
7	1	1	
3	1	5	
6	0	3	
2	1	6	
9	0	0	
0	0	9	
2	0	7	
4	1	4	
2	1	6	
3	0	6	
5	1	3	
2	2	5	
6	0	3	
5	0	4	
4	0	5	
1	0	8	
0	0	9	
8	0	1	
5	2	2	
3	0	6	
6	0	3	
7	2	0	
7	0	2	
6	0	3	
2	2	5	
9	0	0	
2	2	5	
9	0	0	
4	1	4	
1	1	7	
3	1	5	
4	1	4	
3	1	5	
4	2	3	
5	1	3	
2	1	6	
5	1	3	
6	0	3	
8	0	1	
3	1	5	
2	0	7	
7	1	1	
5	1	3	
3	1	5	
6	1	2	
2	1	6	
7	1	1	
3	2	4	
6	0	3	
6	0	3	
7	0	2	
0	0	9	
8	0	1	
8	1	0	
7	1	1	
7	0	2	
7	2	0	
2	2	5	
5	1	3	
7	2	0	
1	0	8	
9	0	0	
8	0	1	
0	0	9	
6	0	3	
9	0	0	
4	0	5	
7	2	0	
6	1	2	
7	0	2	
7	2	0	
6	2	1	
7	1	1	
5	0	4	
3	1	5	
2	1	6	
7	1	1	
0	0	9	
3	0	6	
7	2	0	
0	2	7	
4	1	4	
2	1	6	
3	0	6	
4	0	5	
2	1	6	
6	1	2	
4	1	4	
