25	1	46	
25	1	46	
32	1	46	
32	1	46	
25	1	46	
32	1	46	
25	1	46	
32	1	47	
32	1	46	
25	1	48	
25	1	49	
25	1	50	
25	1	49	
8	0	129	
21	1	47	
21	1	47	
21	1	47	
21	1	47	
21	1	47	
21	1	47	
19	1	48	
19	1	48	
19	1	48	
16	1	49	
16	1	51	
16	1	55	
8	0	129	
19	1	48	
19	1	48	
19	1	48	
19	1	48	
18	1	49	
16	1	49	
16	1	49	
16	1	50	
16	1	51	
16	1	52	
14	1	58	
8	0	129	
18	1	49	
16	1	49	
16	1	49	
16	1	49	
16	1	50	
16	1	50	
16	1	52	
15	1	54	
14	1	55	
13	1	60	
8	0	129	
16	1	49	
16	1	50	
16	1	50	
16	1	51	
16	1	52	
15	1	54	
14	1	54	
14	1	58	
13	1	64	
8	0	129	
16	1	51	
16	1	51	
16	1	52	
15	1	54	
14	1	54	
14	1	56	
13	1	60	
13	1	60	
8	0	129	
16	1	52	
14	1	54	
14	1	54	
14	1	55	
14	1	58	
13	1	61	
13	1	76	
8	0	129	
14	1	54	
14	1	54	
14	1	56	
13	1	60	
13	1	63	
13	1	75	
8	0	129	
14	1	55	
14	1	57	
13	1	60	
13	1	66	
13	1	75	
8	0	129	
14	1	57	
13	1	61	
13	1	63	
13	1	76	
8	0	129	
13	1	62	
13	1	66	
13	1	76	
8	0	129	
13	1	72	
12	2	101	
8	0	129	
12	2	101	
8	0	129	
8	0	129	
