155	2	136	
155	2	136	
129	1	136	
131	1	136	
131	1	136	
129	1	136	
131	1	136	
129	1	136	
78	1	137	
130	1	136	
129	1	136	
80	1	140	
13	1	147	
17	0	158	
17	1	137	
17	1	137	
17	1	137	
17	1	137	
17	1	138	
17	1	138	
17	1	138	
17	1	139	
17	1	139	
12	1	140	
12	1	141	
10	1	146	
0	0	205	
17	1	138	
17	1	139	
14	1	139	
14	1	139	
14	1	139	
14	1	140	
12	1	140	
12	1	141	
11	1	143	
10	1	144	
7	1	152	
0	0	205	
14	1	139	
14	1	139	
12	1	141	
12	1	141	
12	1	141	
11	1	142	
11	1	143	
10	1	145	
9	1	147	
6	1	153	
0	0	205	
12	1	141	
12	1	141	
11	1	142	
11	1	142	
10	1	144	
9	1	145	
9	1	147	
8	1	152	
5	1	155	
0	0	205	
11	1	142	
11	1	143	
10	1	144	
9	1	145	
9	1	147	
9	1	148	
6	1	153	
4	1	157	
0	0	205	
10	1	144	
9	1	145	
9	1	146	
9	1	149	
8	1	152	
6	1	153	
4	1	159	
0	0	205	
9	1	146	
9	1	146	
9	1	149	
7	1	152	
5	1	154	
4	1	162	
0	0	205	
9	1	147	
8	1	152	
6	1	153	
5	1	155	
4	1	160	
0	0	205	
7	1	152	
6	1	153	
4	1	157	
3	1	168	
0	0	205	
5	1	154	
4	1	157	
3	1	168	
0	0	205	
4	1	157	
3	1	168	
0	0	205	
3	1	170	
0	0	205	
0	0	205	
