84	12	63	
84	10	63	
84	10	64	
87	8	66	
87	8	66	
55	7	67	
55	7	68	
54	7	70	
43	5	72	
43	5	74	
50	4	76	
54	3	83	
58	3	93	
61	0	161	
28	12	65	
28	12	65	
28	12	66	
28	11	66	
23	10	67	
38	8	68	
43	7	70	
43	6	71	
43	5	73	
43	4	78	
18	4	82	
18	3	94	
1	0	177	
19	12	66	
19	12	66	
19	12	67	
19	12	67	
19	10	69	
23	10	70	
22	8	72	
18	7	75	
20	6	78	
19	4	79	
16	3	94	
1	0	177	
16	10	67	
16	10	67	
16	10	68	
15	10	69	
15	10	70	
17	10	70	
16	7	76	
15	6	78	
15	5	83	
12	4	90	
1	0	177	
15	10	69	
15	10	70	
15	10	71	
14	10	71	
14	10	73	
13	10	75	
14	9	80	
12	6	85	
9	4	98	
1	0	177	
14	10	71	
14	10	72	
14	10	71	
13	11	75	
11	10	77	
11	10	79	
11	5	87	
8	5	99	
1	0	177	
14	10	73	
13	11	75	
12	11	76	
11	10	78	
11	10	79	
9	10	89	
7	6	100	
1	0	177	
12	11	75	
11	10	77	
11	10	79	
10	11	83	
8	10	89	
7	7	101	
1	0	176	
11	11	77	
11	10	79	
10	11	86	
7	10	90	
6	10	107	
1	0	176	
10	11	83	
9	10	88	
7	10	90	
6	10	108	
1	0	177	
8	10	89	
7	11	91	
6	10	112	
1	0	176	
7	9	92	
6	9	116	
1	0	177	
6	10	112	
1	0	177	
1	0	177	
