0	3	38	
0	0	41	
96	1	3	
16	27	16	
89	4	0	
4	23	31	
20	0	35	
60	16	2	
65	4	9	
48	24	1	
94	1	6	
11	8	28	
1	2	39	
55	12	7	
31	9	18	
43	14	7	
75	6	6	
66	20	0	
2	25	29	
77	5	6	
51	1	15	
28	17	14	
13	18	24	
82	5	3	
5	27	25	
18	20	17	
15	15	22	
33	9	14	
0	1	40	
12	7	29	
18	22	15	
17	26	18	
30	18	12	
15	24	19	
69	1	13	
46	25	0	
50	3	18	
86	3	4	
38	0	24	
35	3	22	
18	12	20	
1	19	32	
8	26	23	
5	11	31	
5	8	34	
12	19	23	
2	10	36	
9	1	37	
26	16	15	
27	10	18	
61	6	8	
44	21	4	
59	11	6	
84	3	5	
57	6	10	
72	1	8	
53	2	12	
1	13	33	
26	13	16	
40	7	11	
23	22	11	
34	15	12	
41	8	9	
70	0	11	
56	6	11	
6	7	32	
83	6	1	
22	18	16	
52	12	8	
29	1	26	
24	14	19	
33	18	10	
79	2	7	
62	0	18	
8	21	24	
9	17	25	
4	14	32	
40	2	21	
23	11	20	
9	12	26	
5	20	30	
6	15	27	
2	0	40	
45	20	4	
22	20	12	
11	3	34	
77	10	3	
14	2	33	
19	19	17	
12	15	25	
45	19	5	
19	6	21	
59	9	8	
88	0	8	
2	12	33	
9	5	30	
12	0	36	
5	24	27	
8	12	27	
78	8	3	
10	11	26	
53	13	5	
39	5	14	
67	10	5	
